GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GAME_DATE,OFF_RATING,DEF_RATING,NET_RATING,OPP_TEAM_ID,OPP_TEAM_NAME,OPP_TEAM_ABBREVIATION,OPP_TEAM_CITY,OPP_OFF_RATING,OPP_DEF_RATING,OPP_NET_RATING,PTS_DIFF
0021600267,1610612765,Pistons,DET,Detroit,240:00,0.603,0.241,0.117,0.351,0.522,0.22,0.062,0.188,2016-11-30,128.4,117.8,10.6,1610612738,Celtics,BOS,Boston,117.8,128.4,-10.6,7.0
0021600268,1610612761,Raptors,TOR,Toronto,240:00,0.667,0.478,0.214,0.357,0.506,0.317,0.147,0.267,2016-11-30,128.3,110.0,18.3,1610612763,Grizzlies,MEM,Memphis,110.0,128.3,-18.3,15.0
0021600269,1610612747,Lakers,LAL,Los Angeles,240:00,0.42,0.506,0.228,0.36,0.374,0.319,0.135,0.25,2016-11-30,91.4,86.7,4.7,1610612741,Bulls,CHI,Chicago,86.7,91.4,-4.7,6.0
0021600270,1610612764,Wizards,WAS,Washington,265:00,0.5,0.265,0.109,0.224,0.547,0.326,0.123,0.196,2016-11-30,104.1,110.9,-6.7,1610612760,Thunder,OKC,Oklahoma City,110.9,104.1,6.7,-11.0
0021600271,1610612752,Knicks,NYK,New York,240:00,0.522,0.165,0.141,0.293,0.468,0.506,0.153,0.289,2016-11-30,106.4,105.9,0.5,1610612750,Timberwolves,MIN,Minnesota,105.9,106.4,-0.5,2.0
0021600272,1610612759,Spurs,SAS,San Antonio,240:00,0.542,0.338,0.139,0.194,0.494,0.182,0.138,0.186,2016-11-30,108.6,99.8,8.8,1610612742,Mavericks,DAL,Dallas,99.8,108.6,-8.8,7.0
0021600273,1610612748,Heat,MIA,Miami,240:00,0.489,0.28,0.06,0.212,0.456,0.264,0.178,0.275,2016-11-30,106.6,92.0,14.6,1610612743,Nuggets,DEN,Denver,92.0,106.6,-14.6,8.0
0021600274,1610612756,Suns,PHX,Phoenix,240:00,0.506,0.281,0.163,0.283,0.556,0.112,0.203,0.2,2016-11-30,104.8,98.7,6.1,1610612737,Hawks,ATL,Atlanta,98.7,104.8,-6.1,2.0
0021600275,1610612757,Trail Blazers,POR,Portland,240:00,0.606,0.202,0.073,0.333,0.542,0.486,0.169,0.133,2016-11-30,137.4,108.6,28.8,1610612754,Pacers,IND,Indiana,108.6,137.4,-28.8,22.0
0021600276,1610612742,Mavericks,DAL,Dallas,240:00,0.424,0.209,0.133,0.205,0.507,0.419,0.107,0.111,2016-12-01,88.8,103.6,-14.7,1610612766,Hornets,CHA,Charlotte,103.6,88.8,14.7,-10.0
0021600277,1610612749,Bucks,MIL,Milwaukee,240:00,0.544,0.363,0.194,0.333,0.449,0.18,0.176,0.261,2016-12-01,113.5,91.1,22.4,1610612751,Nets,BKN,Brooklyn,91.1,113.5,-22.4,18.0
0021600278,1610612753,Magic,ORL,Orlando,240:00,0.486,0.419,0.182,0.184,0.462,0.354,0.107,0.186,2016-12-01,95.3,101.8,-6.5,1610612763,Grizzlies,MEM,Memphis,101.8,95.3,6.5,-1.0
0021600279,1610612746,Clippers,LAC,LA,240:00,0.545,0.27,0.123,0.318,0.471,0.565,0.183,0.154,2016-12-01,115.8,95.8,20.1,1610612739,Cavaliers,CLE,Cleveland,95.8,115.8,-20.1,19.0
0021600280,1610612762,Jazz,UTA,Utah,240:00,0.664,0.233,0.127,0.156,0.558,0.221,0.069,0.333,2016-12-01,127.2,127.1,0.1,1610612748,Heat,MIA,Miami,127.1,127.2,-0.1,-1.0
0021600281,1610612745,Rockets,HOU,Houston,290:00,0.509,0.278,0.165,0.268,0.471,0.356,0.137,0.241,2016-12-01,103.8,102.2,1.6,1610612744,Warriors,GSW,Golden State,102.2,103.8,-1.6,5.0
0021600282,1610612755,76ers,PHI,Philadelphia,240:00,0.426,0.105,0.106,0.273,0.558,0.333,0.127,0.184,2016-12-02,93.2,111.2,-18.0,1610612753,Magic,ORL,Orlando,111.2,93.2,18.0,-17.0
0021600283,1610612758,Kings,SAC,Sacramento,240:00,0.409,0.284,0.141,0.292,0.472,0.17,0.152,0.229,2016-12-02,92.9,98.4,-5.4,1610612738,Celtics,BOS,Boston,98.4,92.9,5.4,-5.0
0021600284,1610612761,Raptors,TOR,Toronto,240:00,0.614,0.157,0.119,0.206,0.376,0.183,0.181,0.339,2016-12-02,121.9,80.4,41.5,1610612747,Lakers,LAL,Los Angeles,80.4,121.9,-41.5,33.0
0021600285,1610612752,Knicks,NYK,New York,240:00,0.547,0.349,0.145,0.268,0.523,0.273,0.141,0.289,2016-12-02,114.3,114.5,-0.2,1610612750,Timberwolves,MIN,Minnesota,114.5,114.3,0.2,4.0
0021600286,1610612739,Cavaliers,CLE,Cleveland,240:00,0.602,0.12,0.197,0.154,0.505,0.177,0.121,0.372,2016-12-02,103.6,111.6,-8.0,1610612741,Bulls,CHI,Chicago,111.6,103.6,8.0,-6.0
0021600287,1610612740,Pelicans,NOP,New Orleans,240:00,0.488,0.247,0.134,0.222,0.568,0.182,0.098,0.286,2016-12-02,98.7,123.9,-25.1,1610612746,Clippers,LAC,LA,123.9,98.7,25.1,-18.0
0021600288,1610612765,Pistons,DET,Detroit,240:00,0.635,0.135,0.153,0.297,0.398,0.227,0.072,0.122,2016-12-02,123.1,86.9,36.2,1610612737,Hawks,ATL,Atlanta,86.9,123.1,-36.2,36.0
0021600289,1610612764,Wizards,WAS,Washington,240:00,0.549,0.222,0.2,0.265,0.538,0.413,0.154,0.261,2016-12-02,105.1,109.7,-4.6,1610612759,Spurs,SAS,San Antonio,109.7,105.1,4.6,-2.0
0021600290,1610612745,Rockets,HOU,Houston,240:00,0.608,0.284,0.127,0.25,0.486,0.154,0.155,0.436,2016-12-02,125.5,106.8,18.7,1610612743,Nuggets,DEN,Denver,106.8,125.5,-18.7,18.0
0021600291,1610612749,Bucks,MIL,Milwaukee,240:00,0.506,0.424,0.113,0.163,0.434,0.363,0.128,0.204,2016-12-03,105.8,94.0,11.8,1610612751,Nets,BKN,Brooklyn,94.0,105.8,-11.8,9.0
0021600292,1610612750,Timberwolves,MIN,Minnesota,265:00,0.5,0.208,0.098,0.275,0.505,0.257,0.131,0.26,2016-12-03,110.9,104.9,6.1,1610612766,Hornets,CHA,Charlotte,104.9,110.9,-6.1,5.0
0021600293,1610612761,Raptors,TOR,Toronto,240:00,0.647,0.12,0.15,0.324,0.438,0.159,0.19,0.265,2016-12-03,128.2,83.9,44.3,1610612737,Hawks,ATL,Atlanta,83.9,128.2,-44.3,44.0
0021600294,1610612755,76ers,PHI,Philadelphia,240:00,0.559,0.342,0.176,0.205,0.553,0.382,0.117,0.167,2016-12-03,109.9,114.1,-4.2,1610612738,Celtics,BOS,Boston,114.1,109.9,4.2,-1.0
0021600295,1610612763,Grizzlies,MEM,Memphis,240:00,0.523,0.17,0.13,0.318,0.475,0.358,0.184,0.326,2016-12-03,111.2,102.3,8.9,1610612747,Lakers,LAL,Los Angeles,102.3,111.2,-8.9,3.0
0021600296,1610612742,Mavericks,DAL,Dallas,240:00,0.534,0.207,0.109,0.289,0.472,0.296,0.224,0.275,2016-12-03,116.4,91.9,24.5,1610612741,Bulls,CHI,Chicago,91.9,116.4,-24.5,25.0
0021600297,1610612762,Jazz,UTA,Utah,240:00,0.506,0.359,0.097,0.189,0.524,0.169,0.146,0.175,2016-12-03,113.7,101.9,11.8,1610612743,Nuggets,DEN,Denver,101.9,113.7,-11.8,7.0
0021600298,1610612757,Trail Blazers,POR,Portland,240:00,0.455,0.27,0.093,0.24,0.477,0.174,0.142,0.186,2016-12-03,102.5,93.3,9.2,1610612748,Heat,MIA,Miami,93.3,102.5,-9.2,7.0
0021600299,1610612756,Suns,PHX,Phoenix,240:00,0.511,0.231,0.148,0.304,0.718,0.436,0.164,0.214,2016-12-03,107.7,132.7,-25.1,1610612744,Warriors,GSW,Golden State,132.7,107.7,25.1,-29.0
0021600300,1610612753,Magic,ORL,Orlando,240:00,0.576,0.177,0.119,0.105,0.5,0.151,0.137,0.222,2016-12-04,106.3,97.1,9.2,1610612765,Pistons,DET,Detroit,97.1,106.3,-9.2,6.0
0021600301,1610612760,Thunder,OKC,Oklahoma City,240:00,0.494,0.292,0.152,0.22,0.398,0.194,0.104,0.2,2016-12-04,95.8,87.3,8.5,1610612740,Pelicans,NOP,New Orleans,87.3,95.8,-8.5,9.0
0021600302,1610612758,Kings,SAC,Sacramento,240:00,0.366,0.32,0.106,0.29,0.506,0.273,0.183,0.298,2016-12-04,94.6,102.4,-7.8,1610612752,Knicks,NYK,New York,102.4,94.6,7.8,-8.0
0021600303,1610612746,Clippers,LAC,LA,240:00,0.506,0.346,0.206,0.34,0.525,0.443,0.11,0.125,2016-12-04,104.8,110.6,-5.7,1610612754,Pacers,IND,Indiana,110.6,104.8,5.7,-9.0
0021600304,1610612755,76ers,PHI,Philadelphia,240:00,0.471,0.267,0.184,0.255,0.526,0.447,0.19,0.238,2016-12-05,95.0,106.0,-11.0,1610612743,Nuggets,DEN,Denver,106.0,95.0,11.0,-8.0
0021600305,1610612761,Raptors,TOR,Toronto,240:00,0.506,0.307,0.072,0.222,0.56,0.321,0.162,0.361,2016-12-05,115.6,117.3,-1.7,1610612739,Cavaliers,CLE,Cleveland,117.3,115.6,1.7,-4.0
0021600306,1610612764,Wizards,WAS,Washington,240:00,0.565,0.196,0.098,0.178,0.562,0.37,0.213,0.325,2016-12-05,115.8,109.5,6.3,1610612751,Nets,BKN,Brooklyn,109.5,115.8,-6.3,5.0
0021600307,1610612760,Thunder,OKC,Oklahoma City,240:00,0.525,0.35,0.184,0.216,0.487,0.416,0.176,0.167,2016-12-05,98.7,97.0,1.7,1610612737,Hawks,ATL,Atlanta,97.0,98.7,-1.7,3.0
0021600308,1610612757,Trail Blazers,POR,Portland,240:00,0.532,0.194,0.099,0.222,0.464,0.458,0.15,0.349,2016-12-05,111.0,110.3,0.7,1610612741,Bulls,CHI,Chicago,110.3,111.0,-0.7,2.0
0021600309,1610612759,Spurs,SAS,San Antonio,240:00,0.473,0.151,0.147,0.25,0.452,0.466,0.147,0.171,2016-12-05,94.9,101.1,-6.1,1610612749,Bucks,MIL,Milwaukee,101.1,94.9,6.1,1.0
0021600310,1610612740,Pelicans,NOP,New Orleans,290:00,0.444,0.212,0.113,0.111,0.466,0.202,0.123,0.213,2016-12-05,93.7,96.3,-2.6,1610612763,Grizzlies,MEM,Memphis,96.3,93.7,2.6,-2.0
0021600311,1610612745,Rockets,HOU,Houston,240:00,0.526,0.408,0.171,0.179,0.48,0.121,0.104,0.204,2016-12-05,107.4,100.7,6.7,1610612738,Celtics,BOS,Boston,100.7,107.4,-6.7,1.0
0021600312,1610612742,Mavericks,DAL,Dallas,240:00,0.489,0.202,0.074,0.17,0.525,0.354,0.127,0.257,2016-12-05,106.4,115.6,-9.2,1610612766,Hornets,CHA,Charlotte,115.6,106.4,9.2,-8.0
0021600313,1610612762,Jazz,UTA,Utah,240:00,0.556,0.363,0.128,0.282,0.477,0.264,0.118,0.349,2016-12-05,114.1,108.5,5.7,1610612747,Lakers,LAL,Los Angeles,108.5,114.1,-5.7,6.0
0021600314,1610612754,Pacers,IND,Indiana,240:00,0.429,0.412,0.133,0.191,0.587,0.25,0.1,0.34,2016-12-05,100.6,128.6,-28.0,1610612744,Warriors,GSW,Golden State,128.6,100.6,28.0,-36.0
0021600315,1610612764,Wizards,WAS,Washington,240:00,0.532,0.258,0.114,0.222,0.59,0.434,0.125,0.2,2016-12-06,109.9,119.4,-9.5,1610612753,Magic,ORL,Orlando,119.4,109.9,9.5,-8.0
0021600316,1610612752,Knicks,NYK,New York,240:00,0.526,0.163,0.112,0.375,0.489,0.303,0.105,0.314,2016-12-06,116.3,108.6,7.7,1610612748,Heat,MIA,Miami,108.6,116.3,-7.7,11.0
0021600317,1610612765,Pistons,DET,Detroit,240:00,0.5,0.239,0.093,0.2,0.453,0.427,0.149,0.205,2016-12-06,104.9,96.7,8.2,1610612741,Bulls,CHI,Chicago,96.7,104.9,-8.2,11.0
0021600318,1610612755,76ers,PHI,Philadelphia,240:00,0.476,0.317,0.159,0.18,0.395,0.407,0.127,0.25,2016-12-06,90.6,93.8,-3.1,1610612763,Grizzlies,MEM,Memphis,93.8,90.6,3.1,-5.0
0021600319,1610612759,Spurs,SAS,San Antonio,240:00,0.601,0.257,0.122,0.091,0.482,0.22,0.16,0.256,2016-12-06,116.2,96.9,19.3,1610612750,Timberwolves,MIN,Minnesota,96.9,116.2,-19.3,14.0
0021600320,1610612762,Jazz,UTA,Utah,240:00,0.575,0.438,0.165,0.171,0.5,0.298,0.17,0.293,2016-12-06,115.4,105.0,10.4,1610612756,Suns,PHX,Phoenix,105.0,115.4,-10.4,7.0
0021600321,1610612765,Pistons,DET,Detroit,240:00,0.404,0.09,0.132,0.132,0.375,0.33,0.059,0.091,2016-12-07,78.2,85.5,-7.3,1610612766,Hornets,CHA,Charlotte,85.5,78.2,7.3,-10.0
0021600322,1610612753,Magic,ORL,Orlando,240:00,0.438,0.296,0.144,0.174,0.554,0.345,0.104,0.275,2016-12-07,89.2,122.2,-33.0,1610612738,Celtics,BOS,Boston,122.2,89.2,33.0,-30.0
0021600323,1610612743,Nuggets,DEN,Denver,240:00,0.452,0.2,0.162,0.448,0.535,0.365,0.145,0.238,2016-12-07,105.5,111.9,-6.5,1610612751,Nets,BKN,Brooklyn,111.9,105.5,6.5,-5.0
0021600324,1610612748,Heat,MIA,Miami,240:00,0.494,0.25,0.174,0.195,0.511,0.17,0.148,0.359,2016-12-07,97.1,108.9,-11.7,1610612737,Hawks,ATL,Atlanta,108.9,97.1,11.7,-8.0
0021600325,1610612757,Trail Blazers,POR,Portland,240:00,0.535,0.224,0.161,0.217,0.584,0.481,0.102,0.128,2016-12-07,107.7,117.0,-9.3,1610612749,Bucks,MIL,Milwaukee,117.0,107.7,9.3,-8.0
0021600326,1610612747,Lakers,LAL,Los Angeles,240:00,0.42,0.31,0.248,0.275,0.622,0.223,0.185,0.375,2016-12-07,84.2,123.8,-39.6,1610612745,Rockets,HOU,Houston,123.8,84.2,39.6,-39.0
0021600327,1610612752,Knicks,NYK,New York,240:00,0.466,0.172,0.166,0.265,0.625,0.388,0.125,0.25,2016-12-07,97.3,131.7,-34.4,1610612739,Cavaliers,CLE,Cleveland,131.7,97.3,34.4,-32.0
0021600328,1610612758,Kings,SAC,Sacramento,240:00,0.619,0.25,0.138,0.162,0.474,0.256,0.228,0.209,2016-12-07,118.5,88.3,30.2,1610612742,Mavericks,DAL,Dallas,88.3,118.5,-30.2,31.0
0021600329,1610612756,Suns,PHX,Phoenix,240:00,0.453,0.212,0.2,0.196,0.494,0.526,0.176,0.279,2016-12-07,89.6,106.8,-17.2,1610612754,Pacers,IND,Indiana,106.8,89.6,17.2,-15.0
0021600330,1610612746,Clippers,LAC,LA,240:00,0.435,0.261,0.132,0.333,0.511,0.326,0.1,0.286,2016-12-07,99.4,115.3,-15.8,1610612744,Warriors,GSW,Golden State,115.3,99.4,15.8,-17.0
0021600331,1610612761,Raptors,TOR,Toronto,240:00,0.563,0.379,0.095,0.372,0.563,0.17,0.151,0.381,2016-12-08,131.2,118.8,12.4,1610612750,Timberwolves,MIN,Minnesota,118.8,131.2,-12.4,14.0
0021600332,1610612764,Wizards,WAS,Washington,240:00,0.487,0.218,0.197,0.205,0.454,0.316,0.286,0.341,2016-12-08,95.4,83.7,11.7,1610612743,Nuggets,DEN,Denver,83.7,95.4,-11.7,7.0
0021600333,1610612757,Trail Blazers,POR,Portland,240:00,0.348,0.488,0.122,0.232,0.391,0.345,0.132,0.278,2016-12-08,87.2,89.6,-2.4,1610612763,Grizzlies,MEM,Memphis,89.6,87.2,2.4,-2.0
0021600334,1610612755,76ers,PHI,Philadelphia,240:00,0.495,0.143,0.104,0.234,0.435,0.262,0.127,0.239,2016-12-08,103.4,92.9,10.5,1610612740,Pelicans,NOP,New Orleans,92.9,103.4,-10.5,11.0
0021600335,1610612762,Jazz,UTA,Utah,240:00,0.472,0.236,0.148,0.24,0.563,0.288,0.173,0.209,2016-12-08,97.8,108.0,-10.2,1610612744,Warriors,GSW,Golden State,108.0,97.8,10.2,-7.0
0021600336,1610612759,Spurs,SAS,San Antonio,240:00,0.448,0.052,0.137,0.216,0.463,0.338,0.198,0.256,2016-12-08,89.0,94.2,-5.1,1610612741,Bulls,CHI,Chicago,94.2,89.0,5.1,-4.0
0021600337,1610612753,Magic,ORL,Orlando,240:00,0.423,0.154,0.083,0.164,0.535,0.271,0.137,0.295,2016-12-09,91.5,114.6,-23.1,1610612766,Hornets,CHA,Charlotte,114.6,91.5,23.1,-21.0
0021600338,1610612748,Heat,MIA,Miami,240:00,0.378,0.233,0.164,0.39,0.608,0.229,0.12,0.324,2016-12-09,92.1,124.8,-32.7,1610612739,Cavaliers,CLE,Cleveland,124.8,92.1,32.7,-30.0
0021600339,1610612761,Raptors,TOR,Toronto,240:00,0.47,0.329,0.114,0.174,0.476,0.265,0.142,0.16,2016-12-09,104.3,95.3,9.0,1610612738,Celtics,BOS,Boston,95.3,104.3,-9.0,7.0
0021600340,1610612749,Bucks,MIL,Milwaukee,240:00,0.532,0.149,0.141,0.196,0.548,0.345,0.17,0.209,2016-12-09,103.6,107.8,-4.2,1610612737,Hawks,ATL,Atlanta,107.8,103.6,4.2,-4.0
0021600341,1610612760,Thunder,OKC,Oklahoma City,240:00,0.463,0.383,0.174,0.2,0.451,0.326,0.144,0.302,2016-12-09,95.5,97.9,-2.4,1610612745,Rockets,HOU,Houston,97.9,95.5,2.4,-3.0
0021600342,1610612750,Timberwolves,MIN,Minnesota,240:00,0.494,0.256,0.131,0.184,0.583,0.274,0.078,0.268,2016-12-09,98.0,129.8,-31.8,1610612765,Pistons,DET,Detroit,129.8,98.0,31.8,-27.0
0021600343,1610612754,Pacers,IND,Indiana,240:00,0.565,0.377,0.145,0.125,0.581,0.3,0.095,0.128,2016-12-09,115.2,117.4,-2.2,1610612742,Mavericks,DAL,Dallas,117.4,115.2,2.2,-8.0
0021600344,1610612756,Suns,PHX,Phoenix,240:00,0.542,0.221,0.077,0.188,0.511,0.391,0.148,0.222,2016-12-09,115.3,106.5,8.7,1610612747,Lakers,LAL,Los Angeles,106.5,115.3,-8.7,4.0
0021600345,1610612758,Kings,SAC,Sacramento,240:00,0.443,0.31,0.07,0.125,0.488,0.298,0.17,0.267,2016-12-09,100.1,103.0,-2.9,1610612752,Knicks,NYK,New York,103.0,100.1,2.9,-3.0
0021600346,1610612764,Wizards,WAS,Washington,240:00,0.5,0.318,0.102,0.267,0.589,0.19,0.203,0.2,2016-12-10,111.9,106.5,5.4,1610612749,Bucks,MIL,Milwaukee,106.5,111.9,-5.4,5.0
0021600347,1610612753,Magic,ORL,Orlando,240:00,0.551,0.273,0.051,0.125,0.614,0.301,0.124,0.257,2016-12-10,114.7,124.7,-10.1,1610612743,Nuggets,DEN,Denver,124.7,114.7,10.1,-8.0
0021600348,1610612757,Trail Blazers,POR,Portland,240:00,0.585,0.195,0.192,0.237,0.572,0.337,0.132,0.238,2016-12-10,112.1,120.0,-7.9,1610612754,Pacers,IND,Indiana,120.0,112.1,7.9,-7.0
0021600349,1610612739,Cavaliers,CLE,Cleveland,240:00,0.664,0.384,0.187,0.206,0.512,0.279,0.142,0.267,2016-12-10,120.4,106.5,13.9,1610612766,Hornets,CHA,Charlotte,106.5,120.4,-13.9,11.0
0021600350,1610612748,Heat,MIA,Miami,240:00,0.489,0.198,0.124,0.286,0.458,0.369,0.114,0.293,2016-12-10,103.2,108.7,-5.5,1610612741,Bulls,CHI,Chicago,108.7,103.2,5.5,-5.0
0021600351,1610612763,Grizzlies,MEM,Memphis,240:00,0.483,0.333,0.119,0.256,0.5,0.26,0.233,0.217,2016-12-10,109.2,90.1,19.1,1610612744,Warriors,GSW,Golden State,90.1,109.2,-19.1,21.0
0021600352,1610612745,Rockets,HOU,Houston,240:00,0.628,0.297,0.169,0.278,0.475,0.177,0.102,0.136,2016-12-10,122.9,98.7,24.2,1610612742,Mavericks,DAL,Dallas,98.7,122.9,-24.2,22.0
0021600353,1610612759,Spurs,SAS,San Antonio,240:00,0.606,0.191,0.096,0.182,0.454,0.287,0.155,0.212,2016-12-10,125.1,98.1,27.0,1610612751,Nets,BKN,Brooklyn,98.1,125.1,-27.0,29.0
0021600354,1610612762,Jazz,UTA,Utah,240:00,0.565,0.234,0.234,0.371,0.428,0.144,0.107,0.226,2016-12-10,110.7,89.6,21.1,1610612758,Kings,SAC,Sacramento,89.6,110.7,-21.1,20.0
0021600355,1610612740,Pelicans,NOP,New Orleans,240:00,0.53,0.313,0.156,0.205,0.665,0.096,0.101,0.257,2016-12-10,102.5,134.4,-31.9,1610612746,Clippers,LAC,LA,134.4,102.5,31.9,-28.0
0021600356,1610612755,76ers,PHI,Philadelphia,240:00,0.61,0.25,0.221,0.172,0.421,0.171,0.161,0.213,2016-12-11,107.2,84.8,22.4,1610612765,Pistons,DET,Detroit,84.8,107.2,-22.4,18.0
0021600357,1610612760,Thunder,OKC,Oklahoma City,240:00,0.512,0.325,0.14,0.349,0.506,0.089,0.147,0.261,2016-12-11,106.6,100.5,6.1,1610612738,Celtics,BOS,Boston,100.5,106.6,-6.1,3.0
0021600358,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.444,0.157,0.34,0.536,0.361,0.091,0.146,2016-12-11,112.7,116.9,-4.2,1610612744,Warriors,GSW,Golden State,116.9,112.7,4.2,-8.0
0021600359,1610612756,Suns,PHX,Phoenix,265:00,0.531,0.271,0.146,0.286,0.474,0.361,0.109,0.246,2016-12-11,108.7,108.7,0.0,1610612740,Pelicans,NOP,New Orleans,108.7,108.7,0.0,-1.0
0021600360,1610612752,Knicks,NYK,New York,240:00,0.548,0.369,0.109,0.2,0.534,0.25,0.145,0.2,2016-12-11,117.2,108.0,9.2,1610612747,Lakers,LAL,Los Angeles,108.0,117.2,-9.2,6.0
0021600361,1610612754,Pacers,IND,Indiana,240:00,0.585,0.114,0.112,0.119,0.393,0.381,0.127,0.196,2016-12-12,111.8,92.1,19.7,1610612766,Hornets,CHA,Charlotte,92.1,111.8,-19.7,16.0
0021600362,1610612761,Raptors,TOR,Toronto,240:00,0.605,0.346,0.15,0.359,0.494,0.191,0.115,0.273,2016-12-12,130.7,104.7,26.0,1610612749,Bucks,MIL,Milwaukee,104.7,130.7,-26.0,22.0
0021600363,1610612764,Wizards,WAS,Washington,240:00,0.494,0.262,0.152,0.217,0.563,0.216,0.149,0.289,2016-12-12,102.4,111.6,-9.2,1610612748,Heat,MIA,Miami,111.6,102.4,9.2,-11.0
0021600364,1610612745,Rockets,HOU,Houston,240:00,0.555,0.396,0.127,0.239,0.569,0.45,0.182,0.176,2016-12-12,111.1,107.4,3.6,1610612751,Nets,BKN,Brooklyn,107.4,111.1,-3.6,4.0
0021600365,1610612743,Nuggets,DEN,Denver,240:00,0.464,0.217,0.184,0.435,0.662,0.156,0.129,0.258,2016-12-12,105.8,131.3,-25.5,1610612742,Mavericks,DAL,Dallas,131.3,105.8,25.5,-20.0
0021600366,1610612757,Trail Blazers,POR,Portland,240:00,0.563,0.287,0.158,0.342,0.534,0.315,0.128,0.31,2016-12-12,118.8,119.4,-0.6,1610612746,Clippers,LAC,LA,119.4,118.8,0.6,-1.0
0021600367,1610612758,Kings,SAC,Sacramento,240:00,0.619,0.25,0.215,0.371,0.452,0.25,0.208,0.333,2016-12-12,113.5,95.6,17.9,1610612747,Lakers,LAL,Los Angeles,95.6,113.5,-17.9,24.0
0021600368,1610612763,Grizzlies,MEM,Memphis,240:00,0.43,0.174,0.164,0.234,0.531,0.284,0.182,0.238,2016-12-13,88.1,103.9,-15.8,1610612739,Cavaliers,CLE,Cleveland,103.9,88.1,15.8,-17.0
0021600369,1610612753,Magic,ORL,Orlando,240:00,0.672,0.23,0.09,0.135,0.567,0.236,0.15,0.361,2016-12-13,131.3,119.7,11.5,1610612737,Hawks,ATL,Atlanta,119.7,131.3,-11.5,11.0
0021600370,1610612750,Timberwolves,MIN,Minnesota,240:00,0.477,0.256,0.146,0.326,0.46,0.218,0.108,0.277,2016-12-13,103.5,101.8,1.7,1610612741,Bulls,CHI,Chicago,101.8,103.5,-1.7,5.0
0021600371,1610612740,Pelicans,NOP,New Orleans,240:00,0.561,0.256,0.166,0.143,0.516,0.2,0.113,0.188,2016-12-13,106.6,106.2,0.4,1610612744,Warriors,GSW,Golden State,106.2,106.6,-0.4,-4.0
0021600372,1610612756,Suns,PHX,Phoenix,265:00,0.457,0.355,0.164,0.333,0.428,0.392,0.12,0.196,2016-12-13,103.2,95.1,8.1,1610612752,Knicks,NYK,New York,95.1,103.2,-8.1,2.0
0021600373,1610612757,Trail Blazers,POR,Portland,240:00,0.588,0.338,0.143,0.229,0.425,0.322,0.201,0.356,2016-12-13,116.5,91.1,25.4,1610612760,Thunder,OKC,Oklahoma City,91.1,116.5,-25.4,19.0
0021600374,1610612761,Raptors,TOR,Toronto,240:00,0.529,0.414,0.111,0.341,0.552,0.291,0.144,0.368,2016-12-14,124.4,117.5,6.9,1610612755,76ers,PHI,Philadelphia,117.5,124.4,-6.9,9.0
0021600375,1610612764,Wizards,WAS,Washington,240:00,0.546,0.195,0.145,0.3,0.608,0.284,0.187,0.147,2016-12-14,113.0,110.1,2.8,1610612766,Hornets,CHA,Charlotte,110.1,113.0,-2.8,3.0
0021600376,1610612753,Magic,ORL,Orlando,240:00,0.551,0.225,0.085,0.255,0.588,0.5,0.117,0.206,2016-12-14,115.1,119.9,-4.7,1610612746,Clippers,LAC,LA,119.9,115.1,4.7,-5.0
0021600377,1610612748,Heat,MIA,Miami,240:00,0.494,0.305,0.16,0.304,0.421,0.191,0.09,0.12,2016-12-14,101.1,89.5,11.6,1610612754,Pacers,IND,Indiana,89.5,101.1,-11.6,6.0
0021600378,1610612747,Lakers,LAL,Los Angeles,240:00,0.418,0.374,0.102,0.3,0.448,0.465,0.159,0.38,2016-12-14,99.0,106.4,-7.3,1610612751,Nets,BKN,Brooklyn,106.4,99.0,7.3,-10.0
0021600379,1610612763,Grizzlies,MEM,Memphis,240:00,0.506,0.198,0.187,0.304,0.433,0.413,0.119,0.146,2016-12-14,102.2,91.8,10.4,1610612739,Cavaliers,CLE,Cleveland,91.8,102.2,-10.4,8.0
0021600380,1610612758,Kings,SAC,Sacramento,240:00,0.484,0.12,0.159,0.235,0.718,0.188,0.16,0.222,2016-12-14,97.2,131.9,-34.8,1610612745,Rockets,HOU,Houston,131.9,97.2,34.8,-34.0
0021600381,1610612765,Pistons,DET,Detroit,240:00,0.542,0.31,0.212,0.294,0.462,0.205,0.132,0.13,2016-12-14,105.9,93.4,12.6,1610612742,Mavericks,DAL,Dallas,93.4,105.9,-12.6,10.0
0021600382,1610612762,Jazz,UTA,Utah,240:00,0.674,0.208,0.158,0.138,0.402,0.329,0.11,0.277,2016-12-14,123.0,97.9,25.1,1610612760,Thunder,OKC,Oklahoma City,97.9,123.0,-25.1,20.0
0021600383,1610612759,Spurs,SAS,San Antonio,240:00,0.6,0.175,0.165,0.156,0.5,0.238,0.133,0.195,2016-12-14,111.2,103.3,7.9,1610612738,Celtics,BOS,Boston,103.3,111.2,-7.9,7.0
0021600384,1610612749,Bucks,MIL,Milwaukee,240:00,0.532,0.137,0.084,0.271,0.507,0.392,0.174,0.171,2016-12-15,112.8,99.2,13.6,1610612741,Bulls,CHI,Chicago,99.2,112.8,-13.6,11.0
