team,season,win_pct,rtg_rat,log_rtg_rat,eFG,Tov,Reb,Ftr
GSW,1981,0.5487804878048781,1.0102135561745589,0.010161750259499292,0.3357345520570662,0.2893352186570596,1.1797966230549704,-0.6597103290399171
IND,1981,0.4268292682926829,0.9818355640535373,-0.01833143469630993,-0.800437467995651,-0.9420219465747125,-1.0350386684833088,0.12751617819732844
POR,1981,0.5121951219512195,1.0055452865064693,0.005529968009460955,0.1634849282406107,-0.39652617921161465,-0.5218467807666709,0.44876611522618703
SAC,1981,0.36585365853658536,0.9720149253731343,-0.028384119317435126,-0.26485722708119913,-0.7358425365887792,-1.3546138685384346,-2.082020073032602
CLE,1981,0.18292682926829268,0.9239713774597496,-0.07907418459540592,-1.8193248012221508,-0.7050473333189603,-0.7020326870084063,-1.3633905669189066
MIL,1981,0.6707317073170732,1.0527859237536656,0.05143991120476204,1.403951986243736,0.4568906706812199,0.8179680852388045,-0.09271679917605459
OKC,1981,0.6341463414634146,1.0400782013685241,0.03929590394996339,1.001587947951678,-0.18775453992634172,-0.4819903230456896,0.8269325918926175
WAS,1981,0.524390243902439,1.0078048780487805,0.0077745775471300006,0.3772587291235284,0.5530287802525249,-0.21528344221604867,-0.016245824072001976
PHO,1982,0.6463414634146342,1.04995004995005,0.04874259156173062,1.5309630432238148,0.07306838064879619,-0.1483019204530804,-0.21567126772081063
IND,1982,0.24390243902439024,0.9488117001828152,-0.052544919256092684,-1.3681883804261628,-0.9057842400398809,-0.26778598167125006,-1.7349461322275632
SAC,1982,0.5487804878048781,1.0123927550047664,0.012316593405586966,0.3825445226688149,-0.24077903544621457,0.05457904633190684,-1.25999325937981
OKC,1982,0.5853658536585366,1.0301556420233464,0.029709899586296152,1.2079953939818457,0.8832396634242816,-0.44934566478176535,1.0487514317012454
DEN,1982,0.5487804878048781,1.005499541704858,0.0054844744421595005,-0.5093284364263667,-0.820007880497883,-1.3562739710349974,1.476002003361687
PHI,1982,0.7926829268292683,1.0733399405351833,0.07077522664738164,1.346518081120873,0.31999591804547073,1.0948854322309094,1.5565398495433334
CHI,1982,0.34146341463414637,0.9574074074074075,-0.04352626504989086,-0.5613792922412278,1.9232407040374517,0.6306199964862205,0.9127082847011803
DET,1982,0.45121951219512196,0.9962192816635161,-0.0037878833169369803,-0.5666574226866505,-0.1981616773581312,-0.07066441286814687,1.0788268435047366
NJN,1982,0.5975609756097561,1.0273003033367036,0.026934296515714985,0.4607260910315859,-0.19163212773267713,1.841524921604666,-0.6605499806829187
LAC,1982,0.3048780487804878,0.9579139981701739,-0.042997277306001676,-1.9225054186943742,-1.3897303524734945,0.9639106769061685,-2.1321178083265138
BOS,1982,0.6829268292682927,1.0500982318271121,0.04888371391457733,0.7818173104221794,-0.5863479748749554,0.9401209477448147,-0.19937454108254835
ATL,1982,0.524390243902439,0.9903100775193798,-0.009737175277858317,-0.015676900584077585,-0.1586676286328153,-1.3731360573896902,-0.03441218669425275
GSW,1982,0.36585365853658536,0.9674115456238361,-0.0331312839695826,-1.0423711025026219,-0.7016437532736798,-0.46508419605417967,-0.7110590110310375
HOU,1982,0.17073170731707318,0.8956602031394275,-0.11019417550356211,-1.9344791165420394,0.4064297289454651,-1.2646066178658935,-1.6155584345540241
DAL,1982,0.4634146341463415,0.9963570127504554,-0.0036496390875493927,-0.6128694466550789,-0.34114030834938147,0.31392608804609,0.4816579997236407
UTA,1982,0.36585365853658536,0.9628924833491913,-0.037813521029540206,0.06026217888537119,1.0683379840027527,-2.317999610406505,1.231520443508725
LAL,1982,0.7073170731707317,1.0503802281368821,0.04915222065419803,1.2730124533531555,0.24057536856058076,0.5329573115020054,0.2287330305343648
POR,1982,0.5609756097560976,1.0202117420596728,0.020010196006885472,-0.06452339566903513,-0.461258800928652,0.3962119325856666,1.1961699088623055
SAS,1982,0.6463414634146342,1.0328330206378986,0.03230553199689004,0.7908149967720686,0.5560552318723597,1.4573267823324938,0.8259621650170083
MIL,1982,0.6219512195121951,1.0433925049309665,0.042477428267116216,1.2008548059219313,-0.29865583698503223,-0.8593607026389691,0.4301085587612226
WAS,1982,0.5121951219512195,0.9979859013091641,-0.0020161297151846595,0.08095258300757906,0.27993648244381547,-0.3289223272432036,-0.2400948325548346
CLE,1982,0.2804878048780488,0.9288389513108615,-0.07381991223526731,-0.9118762718927074,1.8498536788679572,1.4098073723785878,-1.4906368886447612
NYK,1982,0.5365853658536586,1.025025025025025,0.024717026950899567,0.2205094972791645,-1.4018091859866806,-0.17764630439602594,-0.5166037568047357
IND,1983,0.3170731707317073,0.955868544600939,-0.045134881033057454,-0.38500499244220804,-0.1801370343868105,-1.6922089941199097,-0.7557512299574546
BOS,1983,0.7560975609756098,1.0622605363984674,0.06039921890778298,1.0694782026120824,0.605717038080058,1.3193999746056673,1.0879272596481258
PHO,1983,0.5,1.0083333333333333,0.008298802814695064,0.49922301393578056,-0.19860639895534793,-0.09451867314238374,-1.2703400773965077
OKC,1983,0.5121951219512195,0.998149861239593,-0.0018518523810735483,-0.07558804666386859,0.32762280779982156,-0.8761747380540792,1.2758615914103826
PHI,1983,0.6341463414634146,1.0210325047801148,0.02081437489527197,0.5068509961087371,0.6190531907780084,0.14138960626882874,1.48010806434725
NYK,1983,0.573170731707317,1.037827352085354,0.037129443438991945,0.26437459524157797,-0.8259160754674378,0.4942497690551021,0.11047888196852977
LAL,1983,0.6585365853658537,1.033550792171482,0.03300024471966867,1.7824117542705364,1.2560125755410418,0.1080550446982453,0.12098106114427584
DEN,1983,0.4634146341463415,0.9910952804986642,-0.008944603462898399,-0.9179191908793298,-1.3059565524273744,-1.3697380326548116,-0.02534369839504555
HOU,1983,0.35365853658536583,0.9731977818853974,-0.027167947272451337,0.3936707679492124,1.0479142075191974,0.09830275807022036,-2.115456089710306
SAS,1983,0.45121951219512196,0.9982046678635548,-0.0017969456767016304,0.10312623707055482,0.2272430493361251,-0.1456488894164254,0.6194214277405812
CLE,1983,0.34146341463414637,0.9594470046082949,-0.04139819735959107,-0.8375808810987007,0.5694447056034668,1.4491455510591733,-1.569488087865498
CHI,1983,0.32926829268292684,0.9525581395348838,-0.048604134962310024,-0.8061599660467718,0.5206001622863458,-0.1634443031319237,0.06548602573582936
LAC,1983,0.36585365853658536,0.9715302491103203,-0.028882874148786052,-0.5610768333198911,1.735797945469729,1.935933843503031,0.21554914374571812
DAL,1983,0.524390243902439,1.0036496350364965,0.00364299127850123,-0.01470957547267611,-0.5608687919555235,-0.829169921242372,0.38056696123722317
GSW,1983,0.45121951219512196,0.9696691176470589,-0.030800381505721012,-1.7974984363373119,-1.5394275691890862,-0.057382030234479825,0.12730578310943005
NJN,1983,0.5487804878048781,1.0104761904761905,0.010421695462414131,0.2608747927780943,-0.6496588982212413,0.8123048860947697,-1.4609656826334325
DET,1983,0.5975609756097561,1.0314523589269196,0.03096786625501089,-0.6602036698440372,-1.5645211121010916,1.4629062875289813,-0.3855586880453997
ATL,1983,0.4878048780487805,0.9869036482694106,-0.013182865114878449,-0.21004346502077526,-0.5108039624775219,-1.0576196617372207,0.06021594535368176
WAS,1983,0.4268292682926829,0.9720149253731343,-0.028384119317435126,-0.09103356515051302,1.3446863271104939,-0.04339162483587814,0.059910613161914684
POR,1983,0.5853658536585366,1.032497678737233,0.03198079765413915,-0.4036545904452445,-1.3763147732244276,1.2798975602809222,0.5020650058111525
SAC,1983,0.4634146341463415,0.9861111111111112,-0.01398624197473984,-0.5495062824699577,-0.5605717923388057,-0.23415559226007357,0.057365280552046
MIL,1983,0.6097560975609756,1.0405405405405406,0.03974032864951412,1.388686107640297,0.2097400722086827,-0.23938033095139177,-0.437098722779408
UTA,1983,0.5487804878048781,1.0092592592592593,0.009216655104924048,0.9663918775150504,0.9568722683149418,-1.9164941509062228,1.790481650061059
HOU,1984,0.5853658536585366,1.0150517403574788,0.014939586916186702,0.7043779718615967,0.5693238195306812,1.5740462888212983,-1.3159088288200513
IND,1984,0.2682926829268293,0.9455719557195571,-0.055965290427083064,-0.7736735916962995,1.3170520757178052,0.7256735753455054,-0.744112740774129
DET,1984,0.5609756097560976,1.0223880597014925,0.0221411258772135,-0.6915032294889203,-1.3665955324197847,1.6366149019436553,-0.6140968499548586
POR,1984,0.5121951219512195,1.0298507462686568,0.029413885206293407,0.32950225847362985,-0.8302825708535747,-0.5167723583583275,1.1208354950977972
SAS,1984,0.5,1.008256880733945,0.00822297918043195,0.6045499612221817,0.4788287323715086,0.5755604734001837,0.09477640197415103
ATL,1984,0.4146341463414634,0.9869524697110905,-0.013133397029291893,0.1264896532781478,0.09140582952261972,-1.2232464193350505,0.04660349486257511
WAS,1984,0.4878048780487805,0.997131931166348,-0.0028721896240957384,-0.19944390349420935,-1.3352481332630244,-1.44096445526141,-0.7243277492490515
PHO,1984,0.43902439024390244,0.9803370786516854,-0.019858808649603286,-0.030561467934338733,0.918752444420475,-0.6151737880192936,0.16386884839993537
MIL,1984,0.7195121951219512,1.0666023166023166,0.06447819113242485,1.1272661199706968,-1.3474582449638137,0.3209994621534734,-0.8850233206323133
GSW,1984,0.2682926829268293,0.9380530973451328,-0.06394872460027341,-2.57324312180886,-1.1885436560836962,0.1730782668268583,-0.29198551771773157
SAC,1984,0.3780487804878049,0.9768064228367529,-0.023466780821558716,-0.24104848761445155,1.2178965833285373,0.20568043673127107,0.4438119419560859
NJN,1984,0.5121951219512195,1.0018570102135562,0.0018552881017461409,-0.4325699306678742,-1.2398640339940628,0.6984248438144297,-1.221724138760929
BOS,1984,0.7682926829268293,1.0611476952022578,0.05935105371605634,1.2636692570968813,0.8586507881678078,1.0669762049680538,1.581087701934212
CLE,1984,0.43902439024390244,0.9751609935602575,-0.025152700015096667,-0.20315865313372775,0.26886508008604126,-0.05372358213829262,-0.31887702840787024
LAL,1984,0.7560975609756098,1.0663551401869158,0.0642464224061237,2.4284782709259303,1.4956495916010448,0.3314518891523229,0.42117163130644475
CHI,1984,0.4634146341463415,0.9917883211678833,-0.00824558038675132,0.2621162134428539,1.1774312738798665,-0.0741496968669931,0.8438443277869229
DEN,1984,0.6341463414634146,1.0212177121771218,0.02099575070904535,-0.9452766634407685,-2.7369409664161872,-0.0853437345345188,-0.6133223133350029
PHI,1984,0.7073170731707317,1.037278657968313,0.03660060864484631,0.10051633880003498,0.19679979408565193,1.3603291159299638,2.022677520397215
UTA,1984,0.5,0.9990328820116053,-0.0009675859487359708,0.5180496436281761,0.1233460232355129,-1.8880918163633764,0.5427243870922459
DAL,1984,0.5365853658536586,1.020128087831656,0.01992819571768067,-0.4112631683229711,-1.2269865896854641,-0.14402452380788588,0.9248333664189653
OKC,1984,0.3780487804878049,0.9500924214417744,-0.05119601339131649,-0.7788141984273244,0.9363639384546469,-0.9010153842738436,0.530283316270292
LAC,1984,0.3780487804878049,0.9592021758839528,-0.04165340683525779,0.17029627141686146,2.7014784276700428,-0.038208848272946544,0.7049014353179222
NYK,1984,0.2926829268292683,0.957116788321168,-0.04382985911166357,-0.455257189231273,-0.9278708564078241,-1.6368355873153246,-2.773381375266658
NJN,1985,0.47560975609756095,0.9822263797942001,-0.017933467873476227,-0.36404051198657056,0.23146383225759043,1.2835148386856237,-0.951232379298816
LAC,1985,0.3902439024390244,0.9402319357716326,-0.06162869397085219,-1.2914067379756886,0.9477079347713447,-1.2879741280516694,1.8018937537045177
ATL,1985,0.6097560975609756,1.0217803030303032,0.02154650099192805,0.42483259668396745,-0.11821018537399688,0.5297995292379768,0.34848110160785956
NYK,1985,0.2804878048780488,0.9458174904942965,-0.05570565613906245,-0.6423152056541498,-1.3967264099360193,-1.8042468438127988,-2.723710534930873
DAL,1985,0.5365853658536586,1.0099099099099098,0.00986112876577999,0.06441339593815672,0.23190673970754133,-1.041117691181963,2.3010706282549567
IND,1985,0.3170731707317073,0.9688385269121812,-0.03165731987069172,0.15568769664209287,1.4466458624674394,0.9308319432756197,-1.4458512469368499
BOS,1985,0.8170731707317073,1.0896686159844056,0.08587362798432972,1.9110267917215673,0.7876487527896848,0.971986386559725,0.7866045365697427
UTA,1985,0.5121951219512195,0.9961759082217974,-0.0038314223115559487,0.4661099018218989,0.10308693122751098,-0.9563949795461509,0.401525573583683
LAL,1985,0.7560975609756098,1.0708884688090736,0.06848864860976153,1.7707862053267174,0.9961660904180143,0.9715317802089904,0.23191408170895855
MIL,1985,0.6951219512195121,1.0847127555988316,0.08131521055867118,1.020837952542261,-1.9461714565003243,0.4242940749331496,0.034390063110511966
DET,1985,0.5609756097560976,1.010194624652456,0.010143009965054765,-0.3162001381454193,-1.1740578655565201,0.35249251337140697,-0.9334969709431301
WAS,1985,0.47560975609756095,0.982824427480916,-0.01732478365730602,-0.013199248065208486,0.0012403304927545787,-1.57313685484561,0.4072037839224522
SAS,1985,0.4268292682926829,0.9842883548983364,-0.01583638126290132,0.36655770138643656,0.9315806409529792,-0.23001653745405964,0.1380716468379952
PHI,1985,0.6585365853658537,1.0216368767638757,0.02140612215193271,-0.3241628508900007,0.38468556564044704,1.3204326166897193,2.5583788922560435
POR,1985,0.4878048780487805,1.009242144177449,0.009199696898423416,-0.24800298444609403,-0.8228889808120309,-0.30122157462592536,0.549380888175267
CHI,1985,0.36585365853658536,0.9661921708185053,-0.0343925299597557,-0.8317793435885674,0.8519518646294514,0.8332389742177563,-0.4046970258811227
GSW,1985,0.36585365853658536,0.9704301075268817,-0.03001589594026561,-1.3398291549029917,-0.7332693109650131,0.08594393585978537,0.3327090355946086
HOU,1985,0.6219512195121951,1.0232342007434945,0.022968396000950284,-0.07181518762210647,-0.8481918361536819,0.8929744573278758,-0.3316399499919033
DEN,1985,0.573170731707317,1.0113314447592068,0.011267724846342288,-0.7457793996818187,-2.785441109263679,-1.6221693350714665,-0.5727231725256707
SAC,1985,0.45121951219512196,0.9725274725274725,-0.027856954502966224,-0.24630301489738998,0.9179434716618684,0.0788871900878973,-0.5869374681502665
PHO,1985,0.3902439024390244,0.9729477611940298,-0.027424886629974887,0.4118533191093174,1.8851405145072224,-0.11362079369345868,-0.013426114168991907
CLE,1985,0.35365853658536583,0.974145891043398,-0.026194201090823717,0.33230943102858407,0.7109817005004105,-0.391249787346429,-1.4222524175924347
OKC,1985,0.3780487804878049,0.999056603773585,-0.000943841504706313,-0.5039470408653308,-0.46321006142636273,0.6267776025074189,-0.7074023865597521
ATL,1986,0.6951219512195121,1.070342205323194,0.06797841540198052,1.1077074048754565,-0.408177771677481,1.5487383219934954,-0.030046036086116622
DAL,1986,0.6707317073170732,1.0570377184912603,0.055470390727546164,0.6111068120856769,-0.8722877806529328,0.12429265896249268,1.637972632579122
POR,1986,0.5975609756097561,1.0267034990791897,0.026353183400338372,0.6434777647327249,0.3888676305936192,0.25534103523154555,1.3453082526357651
GSW,1986,0.5121951219512195,0.97931654676259,-0.020900351877567197,-0.605814852299834,-0.3785408520158356,-0.7278794630484935,-0.16634526579446515
LAL,1986,0.7926829268292683,1.0854460093896714,0.08199097108879733,1.9213043127623843,0.08749150693068235,0.14288551967523017,1.3500848171845574
MIL,1986,0.6097560975609756,1.0369318181818183,0.03626617798439457,0.31226176892995183,-2.1553204210292827,-0.913461923448744,-1.074906468004098
UTA,1986,0.5365853658536586,1.0038572806171648,0.003849860385441494,0.26086715233114527,-1.1928610831209245,-1.1887992627641608,-1.0681225265374075
OKC,1986,0.47560975609756095,1.0036264732547597,0.0036199134551343935,0.33627641202640846,1.0234182403441785,1.184705676782915,-0.9552824314926565
IND,1986,0.5,0.9943714821763603,-0.005644417619676958,-0.34630649489550724,-1.1001905790504851,-0.23445444168866347,-1.3935732186056828
DEN,1986,0.45121951219512196,0.9918330308529945,-0.008200501536321335,-0.9423298394936522,-2.5734134205904735,-0.2433959265815985,-1.647320434480792
NJN,1986,0.2926829268292683,0.955656108597285,-0.045357149685646476,-0.05754388267189369,1.8748004829046332,0.43280943020966095,-1.3429773144256603
PHI,1986,0.5487804878048781,0.9981566820276497,-0.0018450189735693507,-0.06965392046013644,1.1415833163307771,0.1942245806039737,2.1067574437639243
SAS,1986,0.34146341463414637,0.9557761732851986,-0.04523152170582262,-1.2046517421054146,-0.1919771864268904,0.796675628260545,-0.4514159792059015
DET,1986,0.6341463414634146,1.0321361058601135,0.031630543886605744,0.7824984491331377,0.8592357359760289,1.5248019390945433,0.23196600861923594
PHO,1986,0.43902439024390244,0.9791477787851315,-0.02107269913523707,-0.034456477413752844,0.6318582343779849,-0.7211328670511172,-0.009265436819780136
WAS,1986,0.5121951219512195,0.9878504672897197,-0.012223941585714146,-0.8543802129626482,-0.9764628124591807,-0.68956791329614,1.1196953667840635
SAC,1986,0.35365853658536583,0.9714540588760037,-0.02896130013919934,-0.6551353768628084,1.2952567752881359,1.0094795602148663,0.25584504406591246
CLE,1986,0.3780487804878049,0.9642857142857142,-0.03636764417087495,-0.3146485676050886,1.5663291407121627,0.09853400335891586,0.7398085943198806
CHI,1986,0.4878048780487805,1.0092936802973977,0.009250759772150997,-0.4909123852075487,-0.341646494036008,1.6714245605361395,-0.15923477516551848
LAC,1986,0.14634146341463414,0.9011576135351737,-0.10407510489103232,-2.555392846873286,-0.3360227288497429,-1.2931764020448642,-0.10803506768010614
HOU,1986,0.5121951219512195,1.009478672985782,0.009434032233358714,0.4744962839622034,0.10659216737754827,0.49992929097945576,-0.5797538477651305
NYK,1986,0.2926829268292683,0.9432943294329433,-0.05837692475864248,-0.5134572801979305,0.23641148915080615,-2.2883405481753494,-0.6805705632350164
BOS,1986,0.7195121951219512,1.0627340823970037,0.06084491039536289,2.2418755918056714,1.4055470427053312,-1.1134640992210636,0.8394799977161091
LAC,1987,0.2073170731707317,0.9052044609665428,-0.09959443707919453,-1.368407020083795,0.7032051455626545,-1.2091433537742988,-0.44357193263018113
SAS,1987,0.3780487804878049,0.9592198581560284,-0.04163497265157735,-0.4759391452276278,0.05391672089742219,-1.1814113272594489,-0.20920112806970065
CLE,1987,0.5121951219512195,1.0075471698113208,0.007518832414027319,0.5315185343219088,0.20472143926584063,-0.8438150768944845,1.1718993172877163
LAL,1987,0.7560975609756098,1.054054054054054,0.05264373348542188,1.1398158963881462,0.6625533007895076,0.08868849824861996,1.9834893366989725
GSW,1987,0.24390243902439024,0.9273693534100974,-0.07540335327912519,-1.3868546057378301,-0.05349708609044352,-1.2127667616494107,-1.2811017450613296
WAS,1987,0.4634146341463415,0.9934701492537313,-0.006551263487221815,-0.6198790746102318,-0.03385094771248591,-0.20205650140727785,1.026258020654701
PHI,1987,0.43902439024390244,0.986400725294651,-0.013692591837614537,-0.7794927564877149,1.043779037374236,0.9746110374442419,2.124643398278381
UTA,1987,0.573170731707317,1.0358874878758486,0.035258535503180144,1.5100197397627697,0.337903907390965,-0.9752201158547761,-0.20653475472027738
DEN,1987,0.6585365853658537,1.0357478833490121,0.035123758380731944,-0.46980817559479204,-3.100064130385987,-0.926243717263132,-0.7950226427483416
OKC,1987,0.5365853658536586,1.019426456984274,0.019240172073651616,-0.1424654793734423,-1.4377098648769437,1.1659299161090266,-2.364022939567029
PHO,1987,0.34146341463414637,0.9605026929982046,-0.04029849303127758,-0.46344026415514694,0.8380921700818893,-0.04566968324960693,-0.9797225282005888
SAC,1987,0.2926829268292683,0.9500446030330063,-0.051246344928634356,-0.9298216757025566,1.8120578168544283,0.5993936436482111,0.2122807883301989
HOU,1987,0.5609756097560976,1.0132450331125826,0.013158084577510982,0.10905006887269372,-0.2330007867168444,-0.052523717891676126,0.566337330490554
CHI,1987,0.6097560975609756,1.033175355450237,0.03263692931302253,0.570340354011624,0.06909994548329254,1.543445132592611,0.017855030287187733
BOS,1987,0.6951219512195121,1.0548446069469835,0.05339346408611827,1.9045990585801145,1.2056177676462512,-0.5648698503523064,0.8442648175246364
ATL,1987,0.6097560975609756,1.0343866171003717,0.03380861055381508,0.3604277171355584,-0.8617203587871685,0.5320671795455811,-0.4505958596270292
NYK,1987,0.4634146341463415,0.9953007518796992,-0.004710324300183241,-0.3125836532758293,-1.0788612263232282,0.5135526446051752,-2.315740122866566
NJN,1987,0.23170731707317074,0.9251824817518249,-0.07776428335683225,-1.0587784891427983,0.5869056729686027,-0.3138244255448302,-0.8013993793969404
DET,1987,0.6585365853658537,1.0493827160493827,0.048202101817877686,0.8079223227754988,0.10619458033512376,0.8697575655686622,1.023812170005495
IND,1987,0.4634146341463415,0.9925512104283053,-0.0074766703430202515,0.4000322948123948,0.4429651961250335,-0.6351038370813049,-1.3202076551777977
DAL,1987,0.6463414634146342,1.041782729805014,0.04093340892625309,0.1584568300395891,0.14188485698106382,1.6732598100577685,2.0394350055804633
MIL,1987,0.5121951219512195,1.0055762081784387,0.005560718684697179,0.06940473028658896,-0.46641798954642594,-0.5414859092025146,-0.012647824565201346
POR,1987,0.6463414634146342,1.0409683426443201,0.040151378646234324,0.4873337811916785,-0.7283385136063938,0.8733521009423318,0.09517980237965754
ATL,1988,0.6341463414634146,1.046641791044776,0.04558674445189427,-0.1109091187702368,-1.429943600232221,0.6204864717196233,1.2287400330041398
MIA,1988,0.18292682926829268,0.8972477064220183,-0.10842330518837205,-1.474239194412008,1.1946048637606184,0.22713786331881608,-2.3633719689375265
CHI,1988,0.573170731707317,1.012999071494893,0.012915308676682133,0.7430136830961838,0.6653197841925083,0.056641387778780375,-0.020348986612406254
PHI,1988,0.5609756097560976,1.0134529147982063,0.013363227812167158,-0.4796251614891373,-0.4830259831068722,-0.201515195060535,1.665506090284672
NYK,1988,0.6341463414634146,1.0334883720930232,0.03293984907786681,0.2592128859916333,-0.9733296935585549,0.4567815870243659,-0.4324973063047919
HOU,1988,0.5487804878048781,1.008587786259542,0.008551120989250217,0.1630669312111905,0.7392424848510672,0.7744115310913934,0.49750484583150606
CLE,1988,0.6951219512195121,1.074829931972789,0.07216244624823037,1.5437496462983036,-0.5420814169000084,-0.573798668351214,2.2231894702647463
BOS,1988,0.5121951219512195,1.010948905109489,0.010889399799268317,0.1876791731100543,0.9787432026279763,1.5387782968866504,0.27916075127400797
WAS,1988,0.4878048780487805,0.9806451612903226,-0.01954459607297017,-0.9506978338014346,-0.848692947384577,0.20377326674951265,-0.8666722869406858
SAS,1988,0.25609756097560976,0.9351251158480074,-0.06707494490452573,-1.0143201003815958,-0.22823332374109248,-0.6788113885798777,-2.011656188535633
